Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
BentoQA_TestSuite,Chrome 90.0.4430.93,,,2021-05-11 11:48:19,2021-05-11 11:52:10,3m - 50.468s,PASSED
,,,,,,,
Test Cases/Bento_TestCases/Arm/TC01_Bento_Filter_Arm-A,Chrome 90.0.4430.93,,Filter,2021-05-11 11:48:21,2021-05-11 11:49:17,55.678s,PASSED
Start listener action : getTestScriptName,Chrome 90.0.4430.93,,,2021-05-11 11:48:21,2021-05-11 11:48:21,0.066s,PASSED
closeBrowser(),Chrome 90.0.4430.93,,,2021-05-11 11:48:22,2021-05-11 11:48:22,0.365s,PASSED
"openBrowser("""")",Chrome 90.0.4430.93,,,2021-05-11 11:48:22,2021-05-11 11:48:25,3.033s,PASSED
maximizeWindow(),Chrome 90.0.4430.93,,,2021-05-11 11:48:25,2021-05-11 11:48:25,0.140s,PASSED
"ctdc.utilities.runtestcaseforKatalon.RunKatalon(""TC01_Bento_Filter_Arm-A.xlsx"")",Chrome 90.0.4430.93,,,2021-05-11 11:48:25,2021-05-11 11:48:48,22.495s,PASSED
"waitForElementClickable(findTestObject(""Object Repository/Bento/NavBar/Bento_Cases-Btn""), 5)",Chrome 90.0.4430.93,,,2021-05-11 11:48:48,2021-05-11 11:48:54,6.195s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Object Repository/Bento/NavBar/Bento_Cases-Btn"")",Chrome 90.0.4430.93,,,2021-05-11 11:48:54,2021-05-11 11:48:54,0.224s,PASSED
"waitForElementClickable(findTestObject(""Bento/Cases_page/Filter/Arm/ARM_Ddn""), 5)",Chrome 90.0.4430.93,,,2021-05-11 11:48:54,2021-05-11 11:49:01,6.103s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Bento/Cases_page/Filter/Arm/ARM_Ddn"")",Chrome 90.0.4430.93,,,2021-05-11 11:49:01,2021-05-11 11:49:01,0.504s,PASSED
