Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
ICDC_NewStudy,Firefox 78.0,,,2021-04-16 10:11:17,2021-04-16 10:21:16,9m - 59.042s,ERROR
,,,,,,,
Test Cases/Canine_TestCases/Study-Combinations/TC28_Canine_StudyUBC-AllBreeds_StageOfDisease,Firefox 78.0,"This test case automates the following work flow:
1. Clicking on the Cases Button in Integrated Canine Data Commons (ICDC) application.
2. Clicking the Study dropdown
3. Selecting the desired Study by selecting the checkbox
4. Comparing the results displayed in UI with the results queried from Neo4j database for the seleted dataset.
",Filter,2021-04-16 10:11:18,2021-04-16 10:13:50,2m - 31.760s,ERROR
"openBrowser("""")",Firefox 78.0,"Opens the browser of choice: Chrome, Firefox or Edge",,2021-04-16 10:11:19,2021-04-16 10:11:32,12.439s,PASSED
maximizeWindow(),Firefox 78.0,,,2021-04-16 10:11:32,2021-04-16 10:11:32,0.089s,PASSED
"""Driver opened by Katalon is used in Selenium from this step.""",Firefox 78.0,,,2021-04-16 10:11:32,2021-04-16 10:11:32,0.002s,PASSED
"ctdc.utilities.runtestcaseforKatalon.RunKatalon(""TC28_Canine_StudyUBC-AllBreeds_StageOfDisease.xlsx"")",Firefox 78.0,"This step takes the Query from input excel and fetches data from Neo4j database. 
Saves the results from neo4j and application in the same name mentioned in the input excel. ",,2021-04-16 10:11:32,2021-04-16 10:12:27,55.076s,PASSED
"findTestObject(""Object Repository/Canine/Filter/StageOfDisease/STAGEOFDISEASE_Ddn"")",Firefox 78.0,,,2021-04-16 10:12:27,2021-04-16 10:12:27,0.340s,PASSED
"waitForElementPresent(findTestObject(""Canine/NavBar/Canine_Cases_Btn""), 10)",Firefox 78.0,Clicks on the Cases button in the Navbar of ICDC's homepage.,,2021-04-16 10:12:27,2021-04-16 10:12:39,11.233s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Canine/NavBar/Canine_Cases_Btn"")",Firefox 78.0,,,2021-04-16 10:12:39,2021-04-16 10:12:39,0.208s,PASSED
"waitForElementPresent(findTestObject(""Object Repository/Canine/Filter/FilterByCases_Facet""), 10)",Firefox 78.0,,,2021-04-16 10:12:39,2021-04-16 10:12:50,11.099s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Object Repository/Canine/Filter/FilterByCases_Facet"")",Firefox 78.0,,,2021-04-16 10:12:50,2021-04-16 10:12:50,0.310s,PASSED
"waitForElementPresent(findTestObject(""Object Repository/Canine/Filter/Study/Canine_Filter_Study""), 10)",Firefox 78.0,Clicks on the Filter 'Study' from left pane,,2021-04-16 10:12:50,2021-04-16 10:13:01,11.189s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Object Repository/Canine/Filter/Study/Canine_Filter_Study"")",Firefox 78.0,,,2021-04-16 10:13:01,2021-04-16 10:13:02,0.268s,PASSED
"waitForElementPresent(findTestObject(""Object Repository/Canine/Filter/Study/Canine_Filter_Study-UBC_Chkbx""), 10)",Firefox 78.0,Selects the specific check box from 'Study' filter.,,2021-04-16 10:13:02,2021-04-16 10:13:13,11.096s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Object Repository/Canine/Filter/Study/Canine_Filter_Study-UBC_Chkbx"")",Firefox 78.0,,,2021-04-16 10:13:13,2021-04-16 10:13:13,0.288s,PASSED
Thread.sleep(2000),Firefox 78.0,,,2021-04-16 10:13:13,2021-04-16 10:13:15,2.002s,PASSED
"waitForElementPresent(findTestObject(""Object Repository/Canine/Filter/StageOfDisease/STAGEOFDISEASE_Ddn""), 10)",Firefox 78.0,,,2021-04-16 10:13:15,2021-04-16 10:13:26,11.175s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Object Repository/Canine/Filter/StageOfDisease/STAGEOFDISEASE_Ddn"")",Firefox 78.0,,,2021-04-16 10:13:26,2021-04-16 10:13:27,0.459s,PASSED
"waitForElementPresent(findTestObject(""Object Repository/Canine/Filter/StageOfDisease/T3N1M0_Chkbx""), 10)",Firefox 78.0,,,2021-04-16 10:13:27,2021-04-16 10:13:38,11.206s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Object Repository/Canine/Filter/StageOfDisease/T3N1M0_Chkbx"")",Firefox 78.0,,,2021-04-16 10:13:38,2021-04-16 10:13:38,0.412s,PASSED
"waitForElementPresent(findTestObject(""Object Repository/Canine/Filter/StageOfDisease/NotApplicable_Chkbx""), 10)",Firefox 78.0,,,2021-04-16 10:13:38,2021-04-16 10:13:49,11.161s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Object Repository/Canine/Filter/StageOfDisease/NotApplicable_Chkbx"")",Firefox 78.0,,,2021-04-16 10:13:49,2021-04-16 10:13:50,0.165s,ERROR
,,,,,,,
