Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Temp_Suite,Chrome 99.0.4844.84,,,2022-04-07 19:28:34,2022-04-07 20:40:41,1h - 12m - 6.812s,ERROR
,,,,,,,
Test Cases/Canine_TestCases/Breed/TC01_Canine_Filter_Breed-Akita,Chrome 99.0.4844.84,,Filter,2022-04-07 19:28:36,2022-04-07 19:29:31,54.436s,ERROR
Start listener action : getTestScriptName,Chrome 99.0.4844.84,,,2022-04-07 19:28:36,2022-04-07 19:28:36,0.106s,PASSED
closeBrowser(),Chrome 99.0.4844.84,,,2022-04-07 19:28:37,2022-04-07 19:28:38,0.515s,PASSED
"ctdc.utilities.runtestcaseforKatalon.RunKatalon(""TC01_Canine_Filter_Breed-Akita.xlsx"")",Chrome 99.0.4844.84,,,2022-04-07 19:28:38,2022-04-07 19:28:57,18.926s,PASSED
"waitForElementPresent(findTestObject(""Canine/NavBar/Canine_Cases_Btn""), 5)",Chrome 99.0.4844.84,,,2022-04-07 19:28:57,2022-04-07 19:28:57,0.138s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Object Repository/Canine/Canine_PopUp_Continue_Btn"")",Chrome 99.0.4844.84,,,2022-04-07 19:28:57,2022-04-07 19:28:57,0.193s,PASSED
"out.println(""Closed the popup window"")",Chrome 99.0.4844.84,,,2022-04-07 19:28:57,2022-04-07 19:28:57,0.001s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Canine/NavBar/Canine_Cases_Btn"")",Chrome 99.0.4844.84,,,2022-04-07 19:28:57,2022-04-07 19:28:57,0.238s,PASSED
"waitForElementPresent(findTestObject(""Object Repository/Canine/Filter/Breed/BREED_Ddn""), 5)",Chrome 99.0.4844.84,,,2022-04-07 19:28:57,2022-04-07 19:28:59,1.139s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTabCanineStat(""Object Repository/Canine/Filter/Breed/BREED_Ddn"")",Chrome 99.0.4844.84,,,2022-04-07 19:28:59,2022-04-07 19:29:01,2.166s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTabCanineStat(""Object Repository/Canine/Filter/Breed/Akita_Chkbx"")",Chrome 99.0.4844.84,,,2022-04-07 19:29:01,2022-04-07 19:29:03,2.004s,PASSED
"ctdc.utilities.runtestcaseforKatalon.readStatBarCanine(""Object Repository/Canine/StatBar/Canine_StatBar-Programs"", ""Object Repository/Canine/StatBar/Canine_StatBar-Studies"", ""Object Repository/Canine/StatBar/Canine_StatBar-Cases"", ""Object Repository/Canine/StatBar/Canine_StatBar-Samples"", ""Object Repository/Canine/StatBar/Canine_StatBar-CaseFiles"", ""Object Repository/Canine/StatBar/Canine_StatBar-StudyFiles"")",Chrome 99.0.4844.84,,,2022-04-07 19:29:03,2022-04-07 19:29:20,17.711s,PASSED
"waitForElementPresent(findTestObject(""Object Repository/Canine/CanineResults_Cases_Tab""), 5)",Chrome 99.0.4844.84,,,2022-04-07 19:29:20,2022-04-07 19:29:21,0.086s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Object Repository/Canine/CanineResults_Cases_Tab"")",Chrome 99.0.4844.84,,,2022-04-07 19:29:21,2022-04-07 19:29:21,0.324s,PASSED
"ctdc.utilities.runtestcaseforKatalon.multiFunction(""ICDC"", G_StatBar_Cases, ""Object Repository/Canine/Canine_CasesTable"", ""Object Repository/Canine/Canine_TableHeader"", ""Object Repository/Canine/Canine_CasesTabNextBtn"", G_WebTabnameCases, G_CypherTabnameCases, G_QueryCasesTab)",Chrome 99.0.4844.84,,,2022-04-07 19:29:21,2022-04-07 19:29:31,9.893s,ERROR
,,,,,,,
Test Cases/Canine_TestCases/Breed/TC02_Canine_Filter_Breed-AmerStaffd,Chrome 99.0.4844.84,,Filter,2022-04-07 19:29:31,2022-04-07 19:30:54,1m - 23.678s,ERROR
Start listener action : getTestScriptName,Chrome 99.0.4844.84,,,2022-04-07 19:29:31,2022-04-07 19:29:31,0.004s,PASSED
closeBrowser(),Chrome 99.0.4844.84,,,2022-04-07 19:29:31,2022-04-07 19:29:32,0.594s,PASSED
"ctdc.utilities.runtestcaseforKatalon.RunKatalon(""TC02_Canine_Filter_Breed-AmerStaffd.xlsx"")",Chrome 99.0.4844.84,,,2022-04-07 19:29:32,2022-04-07 19:29:45,13.114s,PASSED
"waitForElementPresent(findTestObject(""Canine/NavBar/Canine_Cases_Btn""), 5)",Chrome 99.0.4844.84,,,2022-04-07 19:29:45,2022-04-07 19:29:45,0.095s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Object Repository/Canine/Canine_PopUp_Continue_Btn"")",Chrome 99.0.4844.84,,,2022-04-07 19:29:45,2022-04-07 19:29:45,0.146s,PASSED
"out.println(""Closed the popup window"")",Chrome 99.0.4844.84,,,2022-04-07 19:29:45,2022-04-07 19:29:45,0.001s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Canine/NavBar/Canine_Cases_Btn"")",Chrome 99.0.4844.84,,,2022-04-07 19:29:45,2022-04-07 19:29:45,0.188s,PASSED
"waitForElementPresent(findTestObject(""Object Repository/Canine/Filter/Breed/BREED_Ddn""), 5)",Chrome 99.0.4844.84,,,2022-04-07 19:29:45,2022-04-07 19:29:46,0.820s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTabCanineStat(""Object Repository/Canine/Filter/Breed/BREED_Ddn"")",Chrome 99.0.4844.84,,,2022-04-07 19:29:46,2022-04-07 19:29:48,1.622s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTabCanineStat(""Object Repository/Canine/Filter/Breed/AmerStaffd_Chkbx"")",Chrome 99.0.4844.84,,,2022-04-07 19:29:48,2022-04-07 19:29:49,1.430s,PASSED
"ctdc.utilities.runtestcaseforKatalon.readStatBarCanine(""Object Repository/Canine/StatBar/Canine_StatBar-Programs"", ""Object Repository/Canine/StatBar/Canine_StatBar-Studies"", ""Object Repository/Canine/StatBar/Canine_StatBar-Cases"", ""Object Repository/Canine/StatBar/Canine_StatBar-Samples"", ""Object Repository/Canine/StatBar/Canine_StatBar-CaseFiles"", ""Object Repository/Canine/StatBar/Canine_StatBar-StudyFiles"")",Chrome 99.0.4844.84,,,2022-04-07 19:29:49,2022-04-07 19:30:07,17.695s,PASSED
"waitForElementPresent(findTestObject(""Object Repository/Canine/CanineResults_Cases_Tab""), 5)",Chrome 99.0.4844.84,,,2022-04-07 19:30:07,2022-04-07 19:30:07,0.099s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Object Repository/Canine/CanineResults_Cases_Tab"")",Chrome 99.0.4844.84,,,2022-04-07 19:30:07,2022-04-07 19:30:07,0.319s,PASSED
