Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
CDS_QuickRun,Chrome 101.0.4951.67,This QuickRun suite is to execute a single testcase in jenkins and see if everything works as expected.,,2022-05-20 12:41:06,2022-05-20 12:42:43,1m - 37.618s,PASSED
,,,,,,,
Test Cases/CDS_TestCases/Accesses/TC01_CDS_Filter_Acesses-Controlled,Chrome 101.0.4951.67,,,2022-05-20 12:41:07,2022-05-20 12:42:43,1m - 36.283s,PASSED
Start listener action : getTestScriptName,Chrome 101.0.4951.67,,,2022-05-20 12:41:07,2022-05-20 12:41:07,0.053s,PASSED
closeBrowser(),Chrome 101.0.4951.67,,,2022-05-20 12:41:08,2022-05-20 12:41:08,0.223s,PASSED
"ctdc.utilities.runtestcaseforKatalon.RunKatalon(""TC01_CDS_Filter_Acesses-Controlled.xlsx"")",Chrome 101.0.4951.67,,,2022-05-20 12:41:08,2022-05-20 12:41:27,19.382s,PASSED
"waitForElementPresent(findTestObject(""Object Repository/CDS/NavBar/CDS_Data-Btn""), 5)",Chrome 101.0.4951.67,,,2022-05-20 12:41:27,2022-05-20 12:41:28,0.142s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTabCDSStat(""Object Repository/CDS/NavBar/CDS_Data-Btn"")",Chrome 101.0.4951.67,,,2022-05-20 12:41:28,2022-05-20 12:41:31,3.658s,PASSED
"waitForElementPresent(findTestObject(""Object Repository/CDS/Filter/Accesses/Accesses_Ddn""), 5)",Chrome 101.0.4951.67,,,2022-05-20 12:41:31,2022-05-20 12:41:31,0.102s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTabCDSStat(""Object Repository/CDS/Filter/Accesses/Accesses_Ddn"")",Chrome 101.0.4951.67,,,2022-05-20 12:41:31,2022-05-20 12:41:35,3.228s,PASSED
"waitForElementPresent(findTestObject(""CDS/Filter/Accesses/Controlled-Chkbx""), 5)",Chrome 101.0.4951.67,,,2022-05-20 12:41:35,2022-05-20 12:41:35,0.089s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTabCDSStat(""Object Repository/CDS/Filter/Accesses/Controlled-Chkbx"")",Chrome 101.0.4951.67,,,2022-05-20 12:41:35,2022-05-20 12:41:38,3.309s,PASSED
"ctdc.utilities.runtestcaseforKatalon.readStatBarCDS(""Object Repository/CDS/StatBar/CDS_StatBar-Studies"", ""Object Repository/CDS/StatBar/CDS_StatBar-DiseaseSites"", ""Object Repository/CDS/StatBar/CDS_StatBar-Participants"", ""Object Repository/CDS/StatBar/CDS_StatBar-Samples"", ""Object Repository/CDS/StatBar/CDS_StatBar-Files"")",Chrome 101.0.4951.67,,,2022-05-20 12:41:38,2022-05-20 12:41:54,15.606s,PASSED
"waitForElementPresent(findTestObject(""CDS/Cases_page/CDSResults_Cases_Tab""), 5)",Chrome 101.0.4951.67,,,2022-05-20 12:41:54,2022-05-20 12:41:54,0.102s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Object Repository/CDS/Cases_page/CDSResults_Cases_Tab"")",Chrome 101.0.4951.67,,,2022-05-20 12:41:54,2022-05-20 12:41:54,0.227s,PASSED
"ctdc.utilities.runtestcaseforKatalon.multiFunction(""CDS"", G_StatBar_Studies, ""Object Repository/CDS/Cases_page/CDS_CasesTable"", ""Object Repository/CDS/Cases_page/CDS_CasesTableHeader"", ""Object Repository/CDS/Cases_page/CDS_CasesTabNextBtn"", G_WebTabnameCases, G_CypherTabnameCases, G_QueryCasesTab)",Chrome 101.0.4951.67,,,2022-05-20 12:41:54,2022-05-20 12:42:13,18.988s,PASSED
"waitForElementPresent(findTestObject(""Object Repository/CDS/Cases_page/CDSResults_Files_Tab""), 5)",Chrome 101.0.4951.67,,,2022-05-20 12:42:13,2022-05-20 12:42:13,0.113s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Object Repository/CDS/Cases_page/CDSResults_Files_Tab"")",Chrome 101.0.4951.67,,,2022-05-20 12:42:13,2022-05-20 12:42:13,0.195s,PASSED
"ctdc.utilities.runtestcaseforKatalon.multiFunction(""CDS"", G_StatBar_Files, ""Object Repository/CDS/Cases_page/CDS_FilesTable"", ""Object Repository/CDS/Cases_page/CDS_FilesTableHeader"", ""Object Repository/CDS/Cases_page/CDS_FilesTabNextBtn"", G_WebTabnameFiles, G_CypherTabnameFiles, G_QueryFilesTab)",Chrome 101.0.4951.67,,,2022-05-20 12:42:13,2022-05-20 12:42:43,29.690s,PASSED
closeBrowser(),Chrome 101.0.4951.67,,,2022-05-20 12:42:43,2022-05-20 12:42:43,0.603s,PASSED
