Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Bento_Quick_Run,Chrome 100.0.4896.127,,,2022-05-02 14:03:30,2022-05-02 14:04:58,1m - 28.084s,PASSED
,,,,,,,
Test Cases/Bento_TestCases/FileType/TC03_Bento_Filter_FileType-vcf,Chrome 100.0.4896.127,,,2022-05-02 14:03:32,2022-05-02 14:04:58,1m - 25.962s,PASSED
Start listener action : getTestScriptName,Chrome 100.0.4896.127,,,2022-05-02 14:03:32,2022-05-02 14:03:32,0.080s,PASSED
closeBrowser(),Chrome 100.0.4896.127,,,2022-05-02 14:03:33,2022-05-02 14:03:33,0.277s,PASSED
"ctdc.utilities.runtestcaseforKatalon.RunKatalon(""TC03_Bento_Filter_FileType-vcf.xlsx"")",Chrome 100.0.4896.127,,,2022-05-02 14:03:33,2022-05-02 14:03:53,19.961s,PASSED
"waitForElementClickable(findTestObject(""Object Repository/Bento/NavBar/Bento_Cases-Btn""), 5)",Chrome 100.0.4896.127,,,2022-05-02 14:03:53,2022-05-02 14:03:54,0.255s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Object Repository/Bento/NavBar/Bento_Cases-Btn"")",Chrome 100.0.4896.127,,,2022-05-02 14:03:54,2022-05-02 14:03:54,0.147s,PASSED
"waitForElementClickable(findTestObject(""Bento/Cases_page/Filter/FileType/FILETYPE_Ddn""), 5)",Chrome 100.0.4896.127,,,2022-05-02 14:03:54,2022-05-02 14:03:55,1.023s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Bento/Cases_page/Filter/FileType/FILETYPE_Ddn"")",Chrome 100.0.4896.127,,,2022-05-02 14:03:55,2022-05-02 14:03:55,0.133s,PASSED
"waitForElementClickable(findTestObject(""Bento/Cases_page/Filter/FileType/Vcf_Chkbx""), 5)",Chrome 100.0.4896.127,,,2022-05-02 14:03:55,2022-05-02 14:03:55,0.121s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Bento/Cases_page/Filter/FileType/Vcf_Chkbx"")",Chrome 100.0.4896.127,,,2022-05-02 14:03:55,2022-05-02 14:03:55,0.216s,PASSED
"ctdc.utilities.runtestcaseforKatalon.readStatBarBento(""Object Repository/Bento/StatBar/Bento_StatBar-Programs"", ""Object Repository/Bento/StatBar/Bento_StatBar-Arms"", ""Object Repository/Bento/StatBar/Bento_StatBar-Cases"", ""Object Repository/Bento/StatBar/Bento_StatBar-Samples"", ""Object Repository/Bento/StatBar/Bento_StatBar-Assays"", ""Object Repository/Bento/StatBar/Bento_StatBar-Files"")",Chrome 100.0.4896.127,,,2022-05-02 14:03:55,2022-05-02 14:04:04,8.610s,PASSED
"waitForElementPresent(findTestObject(""Object Repository/Bento/Cases_page/BentoResults_Cases_Tab""), 5)",Chrome 100.0.4896.127,,,2022-05-02 14:04:04,2022-05-02 14:04:04,0.123s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Object Repository/Bento/Cases_page/BentoResults_Cases_Tab"")",Chrome 100.0.4896.127,,,2022-05-02 14:04:04,2022-05-02 14:04:04,0.192s,PASSED
"ctdc.utilities.runtestcaseforKatalon.multiFunction(""Bento"", G_StatBar_Cases, ""Object Repository/Bento/Cases_page/Bento_CasesTable"", ""Object Repository/Bento/Cases_page/Bento_CasesTableHeader"", ""Object Repository/Bento/Cases_page/Bento_CasesTabNextBtn"", G_WebTabnameCases, G_CypherTabnameCases, G_QueryCasesTab)",Chrome 100.0.4896.127,,,2022-05-02 14:04:04,2022-05-02 14:04:24,19.438s,PASSED
"waitForElementPresent(findTestObject(""Object Repository/Bento/Cases_page/BentoResults_Samples_Tab""), 5)",Chrome 100.0.4896.127,,,2022-05-02 14:04:24,2022-05-02 14:04:24,0.101s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Object Repository/Bento/Cases_page/BentoResults_Samples_Tab"")",Chrome 100.0.4896.127,,,2022-05-02 14:04:24,2022-05-02 14:04:24,0.211s,PASSED
"ctdc.utilities.runtestcaseforKatalon.multiFunction(""Bento"", G_StatBar_Cases, ""Object Repository/Bento/Cases_page/Bento_SamplesTable"", ""Object Repository/Bento/Cases_page/Bento_SamplesTableHeader"", ""Object Repository/Bento/Cases_page/Bento_SamplesTabNextBtn"", G_WebTabnameSamples, G_CypherTabnameSamples, G_QuerySamplesTab)",Chrome 100.0.4896.127,,,2022-05-02 14:04:24,2022-05-02 14:04:40,16.383s,PASSED
"waitForElementPresent(findTestObject(""Object Repository/Bento/Cases_page/BentoResults_Files_Tab""), 5)",Chrome 100.0.4896.127,,,2022-05-02 14:04:40,2022-05-02 14:04:40,0.133s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Object Repository/Bento/Cases_page/BentoResults_Files_Tab"")",Chrome 100.0.4896.127,,,2022-05-02 14:04:40,2022-05-02 14:04:41,0.190s,PASSED
"ctdc.utilities.runtestcaseforKatalon.multiFunction(""Bento"", G_StatBar_Files, ""Object Repository/Bento/Cases_page/Bento_FilesTable"", ""Object Repository/Bento/Cases_page/Bento_FilesTableHeader"", ""Object Repository/Bento/Cases_page/Bento_FilesTabNextBtn"", G_WebTabnameFiles, G_CypherTabnameFiles, G_QueryFilesTab)",Chrome 100.0.4896.127,,,2022-05-02 14:04:41,2022-05-02 14:04:57,16.940s,PASSED
closeBrowser(),Chrome 100.0.4896.127,,,2022-05-02 14:04:57,2022-05-02 14:04:58,0.562s,PASSED
