Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Canine_TestSuite,Chrome 88.0.4324.104,,,2021-02-02 13:31:35,2021-02-02 13:32:13,38.902s,ERROR
,,,,,,,
Test Cases/Canine_TestCases/Breed/TC01_Canine_Filter_Breed-Akita,Chrome 88.0.4324.104,,Filter,2021-02-02 13:31:35,2021-02-02 13:32:13,38.653s,ERROR
closeBrowser(),Chrome 88.0.4324.104,,,2021-02-02 13:31:35,2021-02-02 13:31:36,0.231s,PASSED
"openBrowser("""")",Chrome 88.0.4324.104,,,2021-02-02 13:31:36,2021-02-02 13:31:38,2.638s,PASSED
maximizeWindow(),Chrome 88.0.4324.104,,,2021-02-02 13:31:38,2021-02-02 13:31:38,0.129s,PASSED
"ctdc.utilities.runtestcaseforKatalon.testSetup("""")",Chrome 88.0.4324.104,,,2021-02-02 13:31:38,2021-02-02 13:31:38,0.025s,PASSED
"ctdc.utilities.runtestcaseforKatalon.RunKatalon(""TC01_Canine_Filter_Breed-Akita.xlsx"")",Chrome 88.0.4324.104,,,2021-02-02 13:31:38,2021-02-02 13:31:49,10.476s,PASSED
"click(findTestObject(""Canine/NavBar/Canine_Cases_Btn""))",Chrome 88.0.4324.104,,,2021-02-02 13:31:49,2021-02-02 13:31:54,5.180s,PASSED
"click(findTestObject(""Object Repository/Bento/Filter/FilterByCases_Facet""))",Chrome 88.0.4324.104,,,2021-02-02 13:31:54,2021-02-02 13:32:01,6.490s,PASSED
"waitForElementPresent(findTestObject(""Object Repository/Canine/Filter/Breed/BREED_Ddn""), 5)",Chrome 88.0.4324.104,,,2021-02-02 13:32:01,2021-02-02 13:32:01,0.101s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Object Repository/Canine/Filter/Breed/BREED_Ddn"")",Chrome 88.0.4324.104,,,2021-02-02 13:32:01,2021-02-02 13:32:01,0.213s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Object Repository/Canine/Filter/Breed/Akita_Chkbx"")",Chrome 88.0.4324.104,,,2021-02-02 13:32:01,2021-02-02 13:32:01,0.269s,PASSED
"ctdc.utilities.runtestcaseforKatalon.readStatBarCanine(""Object Repository/Canine/StatBar/Canine_StatBar-Studies"", ""Object Repository/Canine/StatBar/Canine_StatBar-Cases"", ""Object Repository/Canine/StatBar/Canine_StatBar-Samples"", ""Object Repository/Canine/StatBar/Canine_StatBar-Files"", ""Object Repository/Canine/StatBar/Canine_StatBar-Aliquots"")",Chrome 88.0.4324.104,,,2021-02-02 13:32:01,2021-02-02 13:32:05,3.407s,PASSED
"waitForElementPresent(findTestObject(""Object Repository/Canine/CanineResults_Cases_Tab""), 5)",Chrome 88.0.4324.104,,,2021-02-02 13:32:05,2021-02-02 13:32:05,0.080s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Object Repository/Canine/CanineResults_Cases_Tab"")",Chrome 88.0.4324.104,,,2021-02-02 13:32:05,2021-02-02 13:32:05,0.169s,PASSED
"ctdc.utilities.runtestcaseforKatalon.multiFunction(""ICDC"", G_StatBar_Cases, ""Object Repository/Canine/Canine_CasesTable"", ""Object Repository/Canine/Canine_TableHeader"", ""Object Repository/Canine/Canine_CasesTabNextBtn"", G_WebTabnameCases, G_CypherTabnameCases, G_QueryCasesTab)",Chrome 88.0.4324.104,,,2021-02-02 13:32:05,2021-02-02 13:32:13,8.706s,ERROR
